row_id,poverty_probability
532,0.8444
533,0.0725
534,0.6308999999999999
535,0.6081000000000001
536,0.2414
537,0.5168
538,0.7945999999999999
539,0.6224000000000001
540,0.37779999999999997
541,0.43080000000000007
542,0.6104
543,0.5744
544,0.4157
545,0.7748999999999999
546,0.7786
547,0.7992000000000001
548,0.4438
549,0.5702
550,0.7628999999999999
551,0.8689
552,0.7885000000000001
553,0.931
554,0.673
555,0.9324000000000001
556,0.3812
557,0.227
558,0.7127
559,0.8188000000000001
560,0.7447
561,0.5393
562,0.611
563,0.4633999999999999
564,0.8436999999999999
565,0.38849999999999996
566,0.37220000000000003
567,0.3833
568,0.3341
569,0.5795
570,0.5136999999999999
571,0.40169999999999995
572,0.7701999999999999
573,0.32289999999999996
574,0.8834
575,0.6676000000000001
576,0.40730000000000005
577,0.7457999999999998
578,0.41500000000000004
579,0.06200000000000001
580,0.75
581,0.37760000000000005
582,0.7173
583,0.14520000000000002
584,0.7354
585,0.5895
586,0.6086
587,0.7057
588,0.36229999999999996
589,0.8225999999999999
590,0.5416000000000001
591,0.8352
592,0.6386999999999999
593,0.5521
594,0.26350000000000007
595,0.9200000000000002
596,0.833
597,0.6312
598,0.7179000000000001
599,0.7447999999999999
600,0.5391
601,0.4083
602,0.3539
603,0.5596000000000001
604,0.5771
605,0.6162000000000001
606,0.7319000000000001
607,0.2495
608,0.7536999999999999
609,0.548
610,0.34950000000000003
611,0.5475
612,0.6585
613,0.7467
614,0.4412000000000001
615,0.8860999999999999
616,0.4492
617,0.7280000000000001
618,0.7430999999999999
619,0.35930000000000006
620,0.397
621,0.7052
622,0.7039000000000001
623,0.6137
624,0.9021999999999999
625,0.7162
626,0.5538000000000001
627,0.7918000000000001
628,0.2617
629,0.3264
630,0.7538
631,0.6141
632,0.6180000000000001
633,0.4831
634,0.3773
635,0.7738000000000002
636,0.4185
637,0.6244
638,0.9030999999999999
639,0.5048
640,0.3779
641,0.7309000000000001
642,0.8982000000000001
643,0.36400000000000005
644,0.48980000000000007
645,0.8661
646,0.8246
647,0.174
648,0.796
649,0.6194999999999999
650,0.3778
651,0.6459000000000001
652,0.8139000000000001
653,0.1921
654,0.8057999999999998
655,0.7815000000000001
656,0.5387000000000001
657,0.6447
658,0.6409
659,0.5687
660,0.7685999999999998
661,0.7253000000000001
662,0.6462000000000001
663,0.44650000000000006
664,0.6544000000000001
665,0.7803000000000001
666,0.9065
667,0.7874000000000001
668,0.33510000000000006
669,0.9108
670,0.5871
671,0.7096
672,0.6553
673,0.5281999999999999
674,0.5997
675,0.7734
676,0.6047
677,0.43839999999999996
678,0.7788
679,0.7596
680,0.6995
681,0.7736
682,0.6472
683,0.7464
684,0.8527000000000001
685,0.1927
686,0.3291
687,0.7351000000000001
688,0.3988
689,0.6688
690,0.6155
691,0.8544
692,0.6936
693,0.7409999999999999
694,0.5991000000000001
695,0.8144
696,0.8133000000000001
697,0.6539
698,0.7653000000000001
699,0.9358999999999998
700,0.6300999999999999
701,0.7653999999999999
702,0.5196000000000001
703,0.6490000000000001
704,0.8192999999999999
705,0.8997000000000002
706,0.8424999999999999
707,0.5683999999999999
708,0.6915000000000001
709,0.7428999999999999
710,0.5964
711,0.78
712,0.22890000000000005
713,0.6925000000000001
714,0.4605
715,0.6726000000000001
716,0.6845000000000001
717,0.9075
718,0.7252000000000002
719,0.835
720,0.7484999999999999
721,0.7318
722,0.4925
723,0.9075
724,0.5553
725,0.5673999999999999
726,0.5986
727,0.8595
728,0.6692000000000001
729,0.5999
730,0.7217
731,0.6141
732,0.729
733,0.21300000000000002
734,0.5545
735,0.5883
736,0.20719999999999997
737,0.6459
738,0.9338999999999998
739,0.6317999999999999
740,0.544
741,0.7325000000000002
742,0.4163
743,0.6234
744,0.6597999999999999
745,0.7153
746,0.5357999999999998
747,0.4703999999999999
748,0.7370000000000001
749,0.43810000000000004
750,0.5055
751,0.45730000000000004
752,0.13659999999999997
753,0.4272
754,0.6711
755,0.7006000000000001
756,0.6427
757,0.521
758,0.7093
759,0.4862
760,0.7861
761,0.38710000000000006
762,0.3906
763,0.5151
764,0.5872999999999999
765,0.6335
766,0.8355
767,0.7278
768,0.6912
769,0.614
770,0.8525
771,0.5608000000000001
772,0.8993
773,0.531
774,0.9041
775,0.5867000000000001
776,0.7388
777,0.38480000000000003
778,0.7427000000000001
779,0.8515
780,0.6812
781,0.7483
782,0.9628
783,0.7685000000000001
784,0.7842
785,0.4955000000000001
786,0.6426999999999999
787,0.7388
788,0.5276000000000001
789,0.128
790,0.4992
791,0.2746
792,0.8965
793,0.29800000000000004
794,0.7031
795,0.6231
796,0.7220000000000001
797,0.5808
798,0.6766
799,0.8957
800,0.6508
801,0.5172999999999999
802,0.6732
803,0.6323000000000001
804,0.6138999999999999
805,0.44210000000000005
806,0.574
807,0.6166
808,0.5694
809,0.49989999999999996
810,0.8398
811,0.42749999999999994
812,0.6987
813,0.9148000000000002
814,0.24259999999999998
815,0.8023
816,0.8305
817,0.3196
818,0.479
819,0.5810000000000001
820,0.6763000000000001
821,0.5748
822,0.3431
823,0.6286999999999999
824,0.7701999999999999
825,0.4434
826,0.8870000000000001
827,0.9244
828,0.7272000000000001
829,0.3451000000000001
830,0.3957
831,0.33490000000000003
832,0.5344
833,0.5959
834,0.9277999999999998
835,0.49000000000000005
836,0.6746000000000001
837,0.19319999999999998
838,0.5292
839,0.5155
840,0.7339
841,0.5049
842,0.6885
843,0.7445
844,0.5891
845,0.5567
846,0.4431999999999999
847,0.42330000000000007
848,0.613
849,0.5616000000000001
850,0.4953
851,0.43820000000000003
852,0.6923
853,0.05550000000000001
854,0.49729999999999996
855,0.6122
856,0.8211999999999999
857,0.6403000000000001
858,0.7652
859,0.8179000000000001
860,0.6622
861,0.43929999999999997
862,0.3762
863,0.1746
864,0.422
865,0.8277999999999999
866,0.5875000000000001
867,0.2399
868,0.2512
869,0.549
870,0.8212999999999999
871,0.6249000000000001
872,0.5475000000000001
873,0.6265999999999999
874,0.5976999999999999
875,0.4483
876,0.523
877,0.5929
878,0.46180000000000004
879,0.7072999999999999
880,0.6105
881,0.7985
882,0.43529999999999996
883,0.7437
884,0.647
885,0.5558000000000001
886,0.23240000000000002
887,0.6909
888,0.6317
889,0.8447000000000001
890,0.713
891,0.44830000000000003
892,0.7577
893,0.7046999999999999
894,0.8841999999999999
895,0.6144000000000001
896,0.6426000000000001
897,0.6068
898,0.6842
899,0.8321
900,0.7541999999999999
901,0.7189
902,0.5463
903,0.7988000000000002
904,0.2404
905,0.5727
906,0.9260999999999999
907,0.2886
908,0.27190000000000003
909,0.41180000000000005
910,0.8726
911,0.25630000000000003
912,0.35520000000000007
913,0.3854000000000001
914,0.6686
915,0.37320000000000003
916,0.32510000000000006
917,0.6169
918,0.33199999999999996
919,0.5913999999999999
920,0.5384
921,0.8671999999999999
922,0.8640000000000001
923,0.659
924,0.47780000000000006
925,0.6938000000000001
926,0.6251
927,0.2783
928,0.6170999999999999
929,0.8208
930,0.7534000000000001
931,0.43099999999999994
932,0.7385000000000002
933,0.4222
934,0.6679
935,0.7203999999999999
936,0.6978
937,0.8196000000000001
938,0.35039999999999993
939,0.5783999999999999
940,0.42679999999999996
941,0.6383
942,0.20529999999999998
943,0.5300999999999999
944,0.4427
945,0.7821
946,0.5103
947,0.7867
948,0.6933999999999999
949,0.5768000000000001
950,0.5896999999999999
951,0.7143999999999999
952,0.3106
953,0.7064999999999999
954,0.7527999999999999
955,0.9208999999999999
956,0.6628000000000001
957,0.5621
958,0.44480000000000003
959,0.45779999999999993
960,0.5579
961,0.5174
962,0.7586
963,0.5871
964,0.4513
965,0.5706
966,0.4736999999999999
967,0.5941000000000001
968,0.7707999999999999
969,0.3678
970,0.6040999999999999
971,0.43899999999999995
972,0.6639999999999999
973,0.7699999999999999
974,0.396
975,0.48250000000000004
976,0.8870000000000001
977,0.08169444444444444
978,0.5992999999999998
979,0.5519
980,0.7913999999999999
981,0.5170999999999999
982,0.7172000000000001
983,0.7353
984,0.5539
985,0.5884999999999999
986,0.6080999999999999
987,0.3161
988,0.7651
989,0.3396
990,0.46810000000000007
991,0.7779
992,0.7624000000000001
993,0.631
994,0.5438000000000001
995,0.8978000000000002
996,0.48579999999999995
997,0.6098999999999999
998,0.3095
999,0.6563
1000,0.6255999999999999
1001,0.4178
1002,0.5039
1003,0.5241999999999999
1004,0.4095
1005,0.20780000000000004
1006,0.4932
1007,0.8793000000000001
1008,0.6553
1009,0.5851
1010,0.5346999999999998
1011,0.3345000000000001
1012,0.8586
1013,0.5239
1014,0.2723999999999999
1015,0.3674
1016,0.5787000000000001
1017,0.14509999999999998
1018,0.8773
1019,0.7607000000000002
1020,0.5814999999999999
1021,0.4782
1022,0.5250999999999999
1023,0.7328
1024,0.22270000000000004
1025,0.5951000000000001
1026,0.5664
1027,0.6761999999999999
1028,0.8760999999999999
1029,0.8983000000000001
1030,0.6641
1031,0.5502999999999999
1032,0.3458
1033,0.8253
1034,0.5009
1035,0.7901
1036,0.9285
1037,0.4066000000000001
1038,0.6715000000000001
1039,0.6253
1040,0.5662
1041,0.8263
1042,0.3845
1043,0.5248
1044,0.5448000000000001
1045,0.4609000000000001
1046,0.9434999999999999
1047,0.5258
1048,0.5548000000000001
1049,0.826
1050,0.4403999999999999
1051,0.6083000000000001
1052,0.7788
1053,0.7292
1054,0.5646
1055,0.9044000000000001
1056,0.4375
1057,0.6011
1058,0.7730999999999999
1059,0.9193
1060,0.5697
1061,0.9044999999999999
1062,0.35479999999999995
1063,0.5232
1064,0.5635
1065,0.4231
1066,0.18529999999999996
1067,0.3039
1068,0.32700000000000007
1069,0.056400000000000006
1070,0.4774999999999999
1071,0.7418
1072,0.7832
1073,0.6403999999999999
1074,0.9335000000000001
1075,0.6111
1076,0.7626000000000001
1077,0.7924
1078,0.4971
1079,0.25799999999999995
1080,0.387
1081,0.5041
1082,0.1856
1083,0.3814
1084,0.6771
1085,0.5763999999999999
1086,0.5174
1087,0.4561
1088,0.5171000000000001
1089,0.5107999999999999
1090,0.6682999999999999
1091,0.7148
1092,0.7672000000000001
1093,0.6988
1094,0.7058
1095,0.8129
1096,0.5114
1097,0.5245
1098,0.6415
1099,0.5147999999999999
1100,0.6000000000000001
1101,0.8606999999999999
1102,0.5882
1103,0.8289
1104,0.8971
1105,0.21390000000000003
1106,0.6835
1107,0.4435999999999999
1108,0.42910000000000015
1109,0.5983999999999999
1110,0.8398000000000001
1111,0.5942000000000001
1112,0.8227000000000002
1113,0.7924999999999999
1114,0.4307
1115,0.1367
1116,0.7142999999999999
1117,0.5288000000000002
1118,0.4002
1119,0.23650000000000002
1120,0.30210000000000004
1121,0.134
1122,0.7031
1123,0.7624
1124,0.6232
1125,0.7319
1126,0.8872
1127,0.3676
1128,0.15619999999999998
1129,0.44539999999999996
1130,0.36970000000000003
1131,0.2973
1132,0.5113
1133,0.1504
1134,0.44989999999999997
1135,0.7661
1136,0.5124
1137,0.38289999999999996
1138,0.5831
1139,0.5936
1140,0.564
1141,0.4857
1142,0.7172999999999999
1143,0.5469999999999999
1144,0.6782
1145,0.7024999999999999
1146,0.19929999999999998
1147,0.5412000000000001
1148,0.8194999999999999
1149,0.48179999999999995
1150,0.4516
1151,0.8537999999999999
1152,0.6058
1153,0.6692999999999999
1154,0.5749000000000001
1155,0.6846
1156,0.7731000000000001
1157,0.7453999999999998
1158,0.5882
1159,0.7981999999999999
1160,0.8785999999999999
1161,0.5518
1162,0.8199
1163,0.4701000000000001
1164,0.5908999999999999
1165,0.6016
1166,0.8676999999999999
1167,0.5597
1168,0.6386
1169,0.4439
1170,0.8542
1171,0.8119
1172,0.7821
1173,0.44699999999999995
1174,0.5830999999999998
1175,0.25379999999999997
1176,0.7543000000000001
1177,0.4633
1178,0.6150999999999999
1179,0.6981999999999999
1180,0.37940000000000007
1181,0.5873
1182,0.4109
1183,0.7862
1184,0.8136000000000001
1185,0.6129
1186,0.7748
1187,0.7971
1188,0.8331000000000002
1189,0.08318611111111111
1190,0.4713
1191,0.49659999999999993
1192,0.4385
1193,0.5225
1194,0.09319090909090909
1195,0.8192
1196,0.36440000000000006
1197,0.3658
1198,0.7234999999999999
1199,0.9062999999999999
1200,0.3108
1201,0.495
1202,0.6396999999999999
1203,0.5898
1204,0.5349999999999999
1205,0.5973999999999999
1206,0.8482999999999998
1207,0.7369999999999999
1208,0.3346000000000001
1209,0.23230000000000003
1210,0.5544
1211,0.7659
1212,0.5486
1213,0.5449999999999999
1214,0.6199
1215,0.8995999999999998
1216,0.6376000000000001
1217,0.5123
1218,0.5287
1219,0.25830000000000003
1220,0.4854
1221,0.8097000000000001
1222,0.6161000000000001
1223,0.4595000000000001
1224,0.5614000000000001
1225,0.6061
1226,0.734
1227,0.8168
1228,0.8246
1229,0.8030999999999999
1230,0.7800999999999998
1231,0.5848
1232,0.6491
1233,0.843
1234,0.5686
1235,0.677
1236,0.8246
1237,0.7920999999999999
1238,0.5089
1239,0.8654
1240,0.8009000000000001
1241,0.5008000000000001
1242,0.764
1243,0.6893999999999999
1244,0.6420999999999999
1245,0.718
1246,0.8093999999999999
1247,0.8291999999999998
1248,0.4231
1249,0.5256000000000001
1250,0.8219
1251,0.5984
1252,0.6785
1253,0.7608999999999999
1254,0.2549
1255,0.3269000000000001
1256,0.7583
1257,0.8819000000000001
1258,0.4469
1259,0.45389999999999997
1260,0.6523000000000001
1261,0.8314999999999999
1262,0.7276999999999999
1263,0.7863999999999999
1264,0.5955
1265,0.6881
1266,0.8324
1267,0.47850000000000004
1268,0.6487
1269,0.8972
1270,0.5330999999999999
1271,0.9036
1272,0.8994
1273,0.851
1274,0.6178999999999999
1275,0.7674
1276,0.8751999999999999
1277,0.5290999999999999
1278,0.6811
1279,0.49379999999999996
1280,0.9030000000000001
1281,0.5153
1282,0.5993999999999999
1283,0.6868
1284,0.7676999999999999
1285,0.8413000000000002
1286,0.34430000000000005
1287,0.7535
1288,0.7026999999999999
1289,0.5915999999999999
1290,0.7231000000000001
1291,0.18580000000000002
1292,0.6472
1293,0.7288
1294,0.6453
1295,0.32110000000000005
1296,0.6192000000000001
1297,0.6537
1298,0.7116
1299,0.8839
1300,0.37309999999999993
1301,0.8568
1302,0.6289
1303,0.41439999999999994
1304,0.4952
1305,0.7177
1306,0.6818
1307,0.4877000000000001
1308,0.47350000000000003
1309,0.6895999999999999
1310,0.5763999999999999
1311,0.8406111111111111
1312,0.6748
1313,0.89
1314,0.6725999999999999
1315,0.7668999999999999
1316,0.34080000000000005
1317,0.8615
1318,0.47759999999999997
1319,0.5471
1320,0.6268
1321,0.7947
1322,0.8568999999999999
1323,0.4295
1324,0.8234
1325,0.6231
1326,0.2895
1327,0.39089999999999997
1328,0.25260000000000005
1329,0.7138000000000002
1330,0.8422000000000001
1331,0.6422000000000001
1332,0.3874000000000001
1333,0.47509999999999997
1334,0.6959000000000001
1335,0.5768
1336,0.32510000000000006
1337,0.5246999999999999
1338,0.6633
1339,0.6967000000000001
1340,0.7066999999999999
1341,0.5357999999999999
1342,0.9155
1343,0.6296000000000002
1344,0.6871
1345,0.8101
1346,0.6534
1347,0.6115000000000002
1348,0.5738000000000001
1349,0.21090000000000003
1350,0.5751000000000001
1351,0.7418
1352,0.2869
1353,0.6482999999999999
1354,0.585
1355,0.731
1356,0.37650000000000006
1357,0.26410000000000006
1358,0.4478
1359,0.3276
1360,0.8185
1361,0.4064
1362,0.2624
1363,0.538
1364,0.3378
1365,0.647
1366,0.7741999999999999
1367,0.4870000000000001
1368,0.6055999999999999
1369,0.6694
1370,0.6698
1371,0.7214
1372,0.9249
1373,0.7025
1374,0.6752
1375,0.5985999999999999
1376,0.6169
1377,0.8947
1378,0.916
1379,0.3632000000000001
1380,0.6675000000000002
1381,0.5791
1382,0.6626000000000001
1383,0.3461
1384,0.29779999999999995
1385,0.388
1386,0.6285999999999999
1387,0.6117
1388,0.6926999999999999
1389,0.6638999999999998
1390,0.7169000000000001
1391,0.49779999999999996
1392,0.7174000000000001
1393,0.6710999999999999
1394,0.8702
1395,0.6504000000000001
1396,0.4479
1397,0.6298999999999999
1398,0.7811
1399,0.6237999999999999
1400,0.6978
1401,0.6839
1402,0.27369999999999994
1403,0.6386000000000001
1404,0.7414
1405,0.7843
1406,0.5799
1407,0.9303000000000001
1408,0.5614
1409,0.526
1410,0.8851999999999999
1411,0.8394999999999999
1412,0.8334999999999999
1413,0.2583
1414,0.8129000000000002
1415,0.3087
1416,0.7036999999999998
1417,0.48
1418,0.7395
1419,0.2251
1420,0.3642
1421,0.45920000000000005
1422,0.7968
1423,0.8515999999999998
1424,0.7169
1425,0.6949
1426,0.6300999999999999
1427,0.5323
1428,0.30630000000000007
1429,0.5624
1430,0.4842999999999999
1431,0.8212999999999999
1432,0.5393
1433,0.4880999999999999
1434,0.5416000000000001
1435,0.7520999999999999
1436,0.6475
1437,0.7465999999999999
1438,0.7866000000000001
1439,0.6774
1440,0.1608
1441,0.36029999999999995
1442,0.2838
1443,0.42940000000000006
1444,0.7365999999999999
1445,0.7104999999999999
1446,0.6759
1447,0.7455
1448,0.47199999999999986
1449,0.3793
1450,0.6529
1451,0.8842000000000001
1452,0.7861
1453,0.5706
1454,0.6746000000000001
1455,0.5933999999999999
1456,0.6042000000000001
1457,0.5138
1458,0.38260000000000005
1459,0.5346
1460,0.7005000000000001
1461,0.5428999999999999
1462,0.9172000000000002
1463,0.8917999999999999
1464,0.6864999999999999
1465,0.7664
1466,0.3539
1467,0.8103000000000001
1468,0.7326
1469,0.4593999999999999
1470,0.7351
1471,0.9136000000000001
1472,0.7484999999999999
1473,0.5143
1474,0.7268
1475,0.3485
1476,0.9160999999999999
1477,0.6628
1478,0.575
1479,0.3659
1480,0.21150000000000002
1481,0.5168
1482,0.7915000000000001
1483,0.8994
1484,0.6901999999999999
1485,0.6805000000000001
1486,0.6732
1487,0.4274
1488,0.8431
1489,0.7191000000000001
1490,0.7292000000000001
1491,0.6827
1492,0.25200000000000006
1493,0.5972999999999999
1494,0.7586
1495,0.6467
1496,0.6518
1497,0.8620999999999999
1498,0.6708999999999999
1499,0.7349
1500,0.5785
1501,0.6603
1502,0.5201
1503,0.4641
1504,0.5713999999999999
1505,0.8279
1506,0.4518
1507,0.8472
1508,0.6746000000000001
1509,0.2253
1510,0.631
1511,0.4274
1512,0.7460000000000001
1513,0.07930000000000001
1514,0.5698
1515,0.5455
1516,0.6562000000000001
1517,0.5559
1518,0.2875
1519,0.7807000000000001
1520,0.6455999999999998
