row_id,coun_ID,is_urban,age,age_grp,female,married,religion_Id,relationship_to_hh_head_ID,education_level,literacy,employment_category_last_year_Id,employment_type_last_year_Id,share_hh_income_provided,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability,type
25,5,False,33,30-40,False,True,5,2,1,True,1,5,4,False,True,False,False,3,True,True,False,False,True,0,0,False,True,True,0,True,False,True,1,False,True,True,False,True,True,True,False,False,False,2,0,2,0,test
26,2,True,21,19-30,False,True,2,2,0,True,1,5,2,False,True,False,False,0,False,False,False,False,False,0,0,False,False,False,2,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1,0,test
27,1,False,86,40+,False,True,4,2,2,True,1,5,4,False,False,False,False,0,False,False,False,False,False,1,4,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
28,5,False,26,19-30,True,False,5,5,2,True,5,2,1,False,False,False,False,0,True,False,False,False,False,0,0,False,False,False,1,True,False,True,2,False,False,True,False,True,False,True,False,False,False,1,0,3,0,test
29,3,False,43,40+,True,True,5,6,1,True,1,1,3,False,False,False,False,0,False,False,True,False,False,1,5,False,False,False,1,True,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,2,0,test
30,2,False,16,15-18,True,False,3,5,1,False,1,4,1,False,False,False,False,1,False,False,False,True,False,1,2,False,False,False,1,False,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
31,5,False,28,19-30,True,True,5,6,1,False,3,3,5,False,False,False,False,0,False,False,False,False,False,1,5,False,False,False,1,True,False,False,2,False,True,False,False,True,False,False,False,True,False,1,1,1,0,test
32,2,False,31,40+,False,True,4,2,1,True,1,4,3,False,False,False,False,0,True,False,False,False,True,0,0,True,True,False,3,True,True,False,2,True,True,False,False,True,False,False,False,False,False,0,0,1,0,test
33,5,True,50,40+,True,False,5,1,2,True,1,5,3,False,True,False,False,1,True,False,True,True,True,1,1,False,False,True,3,True,True,True,2,True,True,True,True,True,True,True,True,True,False,3,1,8,0,test
34,4,True,20,19-30,True,False,4,5,3,True,1,4,4,False,False,True,False,0,True,False,True,False,False,0,0,False,False,False,3,True,True,False,2,True,True,False,False,True,True,False,False,False,False,1,0,4,0,test
35,4,True,35,30-40,False,True,4,2,2,False,1,1,1,False,True,False,False,2,False,False,False,False,False,0,0,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
36,4,True,36,30-40,True,True,4,1,1,False,2,2,3,False,True,False,False,2,False,False,False,False,False,1,4,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
37,3,False,44,40+,False,False,4,2,1,True,2,2,5,False,False,False,False,3,False,False,False,False,False,1,3,False,False,False,2,True,False,False,2,True,False,True,False,True,False,False,False,False,False,1,0,1,0,test
38,5,False,33,30-40,True,True,5,6,1,True,1,1,2,False,False,False,False,0,False,True,False,False,True,1,1,False,False,False,2,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,3,0,test
39,2,False,50,40+,False,True,3,2,0,False,1,1,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1,0,test
40,4,False,37,30-40,False,False,5,2,2,True,1,4,5,False,True,True,False,1,True,False,False,True,True,0,0,False,True,True,2,True,True,False,2,True,True,False,False,True,True,False,False,True,False,1,2,6,0,test
41,6,False,32,30-40,False,True,4,5,2,True,1,5,5,False,True,False,False,0,False,False,True,False,True,1,2,False,False,False,1,True,False,False,2,False,True,False,False,True,False,False,False,False,False,1,0,2,0,test
42,2,True,52,40+,True,False,5,2,1,False,2,2,2,False,False,False,False,1,True,False,False,False,False,0,0,True,True,False,1,False,False,False,2,True,True,False,False,True,True,False,False,False,False,1,0,1,0,test
43,5,False,19,40+,False,False,4,2,2,True,1,5,5,False,True,False,False,0,True,False,True,False,True,0,0,False,False,False,2,True,True,True,2,False,False,False,False,False,False,False,False,False,True,1,0,5,0,test
44,2,False,32,30-40,False,True,3,2,2,True,1,4,3,False,False,True,False,1,False,False,False,True,False,0,0,True,False,False,1,True,False,False,2,True,True,False,True,True,True,False,True,True,False,4,3,8,0,test
45,2,True,22,19-30,True,False,3,5,0,False,2,2,1,False,False,False,False,1,False,False,False,False,False,0,0,False,False,False,0,False,False,False,1,False,True,False,False,True,False,False,False,True,False,0,1,0,0,test
46,4,False,35,30-40,True,True,4,6,1,False,1,5,1,False,False,False,False,0,False,False,False,False,True,4,2,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
47,6,False,40,30-40,True,True,4,6,0,False,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
48,1,True,35,30-40,False,True,4,2,0,False,1,5,5,False,True,False,False,1,False,False,True,False,True,2,4.5,False,False,True,2,False,False,False,2,False,False,False,False,False,False,False,False,False,True,1,0,1,0,test
49,2,False,24,19-30,False,True,3,5,1,True,1,4,2,False,False,False,False,1,False,False,False,False,False,0,0,True,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
50,4,False,50,40+,False,True,4,2,1,False,1,5,5,False,True,False,False,2,False,True,True,False,True,4,5,True,False,True,3,True,True,False,2,True,False,False,False,False,False,False,False,True,False,0,1,0,0,test
51,4,True,60,40+,False,True,4,2,0,False,1,1,4,False,True,False,False,2,False,False,False,False,True,0,0,True,True,True,1,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
52,2,False,17,15-18,True,False,3,5,2,True,2,2,1,False,False,False,False,1,False,False,False,False,False,1,1,True,False,True,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
53,4,True,25,19-30,True,True,4,3,1,False,1,5,3,False,True,False,False,2,False,True,True,False,True,2,4.5,True,False,True,0,False,False,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
54,5,False,72,40+,False,False,5,2,1,False,3,3,3,False,False,False,False,0,False,False,True,False,False,4,4.75,False,False,False,1,False,False,False,2,False,False,True,False,True,False,True,False,False,False,0,0,0,0,test
55,1,False,50,40+,False,True,3,2,1,False,1,5,5,False,True,False,False,2,False,False,False,False,False,1,4,True,True,True,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
56,1,False,26,19-30,True,True,4,6,2,True,2,2,2,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,1,0,1,0,test
57,3,False,58,40+,False,False,4,2,0,False,4,2,2,False,False,False,False,1,False,False,False,False,False,1,4,True,True,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
58,3,False,28,19-30,True,True,4,6,2,True,1,5,2,False,True,False,False,0,False,False,True,True,True,2,3.5,False,False,False,2,False,False,True,2,False,False,True,False,True,False,True,False,False,False,1,0,4,0,test
59,4,True,32,30-40,False,True,4,2,2,True,1,5,5,False,True,False,False,0,False,False,True,True,True,0,0,False,False,False,3,True,True,False,2,True,True,False,False,True,False,False,False,False,False,0,0,0,0,test
60,1,False,56,40+,False,True,4,2,2,True,1,1,5,False,False,False,False,1,False,False,False,False,False,0,0,True,True,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,1,0,2,0,test
61,3,False,29,19-30,False,False,5,2,1,True,1,1,3,False,False,False,False,2,False,True,True,True,False,3,4.666666667,True,True,False,0,True,False,False,1,False,False,False,False,False,False,False,False,False,True,1,0,3,0,test
62,6,True,48,40+,False,True,4,2,0,False,1,4,2,False,False,True,False,0,False,False,True,False,False,2,4.5,False,False,False,1,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
63,1,False,61,40+,True,True,4,6,0,False,2,2,1,False,False,False,False,0,True,False,False,False,False,0,0,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,1,0,2,0,test
64,7,False,60,40+,True,True,4,6,0,False,2,2,2,False,True,False,False,1,False,True,True,False,True,4,5,False,True,True,0,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
65,2,False,39,30-40,True,True,3,6,2,True,2,2,2,False,False,False,False,1,False,False,False,True,False,1,5,False,False,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,0,0,test
66,2,False,24,19-30,False,False,3,2,1,False,1,1,1,False,True,False,False,0,True,False,False,True,False,0,0,False,False,False,2,False,False,False,2,False,True,False,False,True,True,False,False,False,False,2,0,1,0,test
67,3,False,37,30-40,True,False,4,2,0,False,1,5,5,False,True,False,False,0,True,False,False,False,True,1,2,False,False,False,1,False,False,False,2,False,True,True,False,True,True,True,False,False,False,2,0,1,0,test
68,7,False,46,40+,True,False,5,2,0,False,1,1,5,False,False,False,False,0,False,False,True,False,False,3,3,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
69,6,True,25,19-30,True,False,4,5,2,True,2,2,1,False,False,False,False,0,False,False,False,False,False,1,5,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,True,1,0,2,0,test
70,7,False,40,30-40,True,True,5,2,0,False,4,2,2,False,False,False,False,1,False,False,True,False,False,2,5,False,True,False,0,False,False,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
71,1,False,67,40+,False,True,3,2,0,False,1,1,3,False,False,False,False,1,False,False,False,False,False,1,3,False,True,False,1,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
72,3,True,38,30-40,False,False,5,2,1,True,1,5,2,False,False,True,False,3,False,False,False,True,False,2,1,False,False,True,3,True,False,False,2,False,False,True,False,True,False,False,False,False,False,1,0,3,0,test
73,4,True,29,19-30,True,True,5,6,2,True,1,5,3,False,True,False,False,0,False,False,True,False,True,1,4,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,2,0,0,test
74,1,False,41,40+,False,True,4,2,3,True,1,5,5,False,True,False,False,0,False,False,False,True,True,3,2,False,False,False,3,True,True,True,2,False,True,True,False,True,True,True,False,False,False,2,0,2,0,test
75,2,True,55,40+,False,True,3,2,1,True,1,4,2,False,False,False,False,0,True,False,False,False,True,0,0,False,False,False,0,False,False,False,0,False,False,False,True,True,False,False,True,False,False,1,0,1,0,test
76,3,False,73,40+,False,True,4,2,1,True,1,4,3,True,False,False,False,0,False,False,False,False,False,0,0,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,True,1,0,2,0,test
77,2,False,56,40+,True,True,3,6,0,True,2,2,5,False,False,False,False,0,False,False,False,True,False,1,1,False,False,False,0,False,False,False,1,False,True,False,True,True,True,False,False,False,False,1,0,1,0,test
78,1,False,24,19-30,False,False,4,5,3,True,2,2,2,False,False,False,False,1,False,False,False,False,False,0,0,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
79,5,False,16,15-18,True,False,5,5,2,True,2,2,1,False,False,False,False,0,True,False,False,True,False,1,1,False,False,False,0,False,False,False,1,False,True,False,False,True,True,False,False,False,True,2,0,4,0,test
80,4,False,15,40+,True,False,5,5,2,False,2,2,1,False,False,False,False,2,False,False,False,False,False,1,5,False,True,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
81,6,True,25,19-30,True,True,4,6,2,True,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
82,7,False,24,19-30,True,True,5,6,2,True,5,2,2,False,False,False,False,3,True,False,True,False,False,2,4.5,True,True,False,1,True,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,2,0,test
83,6,True,36,30-40,False,True,4,2,2,True,1,4,5,False,False,True,False,0,False,False,True,False,False,0,0,False,False,False,2,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,2,0,test
84,3,True,43,40+,False,False,4,2,1,False,1,1,5,False,False,True,False,1,False,False,False,False,False,0,0,False,False,False,0,True,False,True,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
85,6,True,50,40+,True,True,4,6,1,False,2,2,1,False,False,False,False,1,False,False,True,False,False,1,4,True,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
86,7,False,17,15-18,False,False,5,5,2,False,2,2,2,False,False,False,False,0,False,False,True,False,False,3,5,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
87,6,False,45,40+,False,True,4,2,2,True,1,5,4,False,True,False,False,1,False,False,True,False,True,1,2,True,True,False,0,True,True,False,0,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
88,4,False,19,40+,True,True,4,1,1,True,1,5,2,False,False,False,False,1,False,False,True,False,True,2,1,False,False,True,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
89,5,False,44,40+,True,True,5,6,1,False,5,2,3,False,False,False,False,0,True,True,True,False,True,1,3,False,False,False,0,True,False,False,0,False,False,True,False,True,False,True,False,False,False,1,0,3,0,test
90,1,False,36,30-40,True,True,4,6,2,True,2,2,1,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
91,2,False,35,30-40,True,True,3,6,2,True,2,2,4,False,False,False,False,0,True,False,False,True,False,0,0,False,False,False,1,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,2,0,test
92,1,False,59,40+,False,True,3,2,1,True,1,1,5,False,True,False,False,0,False,False,True,False,True,0,0,False,False,False,2,False,False,False,2,False,True,False,False,True,False,False,False,False,False,1,0,0,0,test
93,3,False,20,19-30,True,False,5,6,1,True,1,1,2,False,True,False,False,3,False,False,True,False,True,2,5,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
94,1,False,31,40+,True,True,4,6,1,False,2,2,1,False,False,False,False,0,True,False,False,True,False,0,0,False,False,False,0,False,False,False,0,False,False,False,True,True,False,False,False,False,False,1,0,2,0,test
95,5,True,28,19-30,False,True,5,2,2,True,1,1,5,False,False,False,False,1,True,False,True,False,False,2,2,True,False,True,2,True,True,True,2,True,True,True,False,True,False,True,False,True,False,1,1,4,0,test
96,7,False,26,19-30,True,True,5,6,1,False,1,1,2,False,False,False,False,2,False,True,True,False,False,5,5,True,True,False,0,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
97,3,True,37,30-40,True,True,4,2,1,False,1,5,2,False,True,False,False,0,True,False,True,False,False,0,0,False,False,False,2,False,False,True,2,True,False,True,False,True,False,True,False,True,False,1,1,5,0,test
98,5,True,21,19-30,True,False,5,5,3,True,2,2,1,False,False,False,False,3,False,False,True,False,False,0,0,True,True,True,3,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5,0,test
99,1,True,31,40+,True,True,4,6,1,False,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
100,5,False,20,19-30,True,True,5,6,2,False,1,5,2,False,True,False,False,0,False,False,True,False,True,1,4,False,False,False,0,True,False,True,1,False,False,True,False,True,False,True,False,True,False,0,1,0,0,test
101,3,False,31,40+,True,True,5,6,1,True,1,1,1,False,False,False,False,0,False,True,False,False,False,2,4.5,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
102,3,True,55,40+,True,True,4,6,0,False,1,1,4,False,True,False,False,2,False,True,True,False,True,1,4,True,True,False,2,False,False,False,2,False,False,True,False,True,False,False,False,False,False,0,0,0,0,test
103,3,False,35,30-40,True,True,5,2,0,True,1,5,5,False,True,False,False,0,False,False,True,False,True,1,2,False,False,False,1,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,1,0,test
104,1,False,17,15-18,False,False,4,4,2,True,2,2,1,False,False,False,False,0,False,False,False,False,False,1,3,False,False,False,0,True,False,False,1,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
105,2,True,19,40+,True,True,3,3,1,True,2,2,4,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
106,7,False,29,19-30,False,True,5,2,1,False,1,1,5,False,False,False,False,1,False,True,False,False,False,1,5,True,False,False,0,False,False,False,1,False,False,True,False,True,False,True,False,True,False,1,2,3,0,test
107,6,True,34,30-40,True,True,4,6,0,False,1,4,2,True,False,True,False,1,False,True,True,False,False,1,5,True,True,False,1,True,False,False,2,False,False,False,True,True,False,False,True,False,False,1,0,1,0,test
108,3,True,36,30-40,True,True,4,6,1,False,2,2,1,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
109,5,True,33,30-40,True,False,5,2,2,True,1,4,5,False,False,True,False,0,True,True,False,True,False,1,2,False,False,False,3,True,True,True,2,True,False,True,False,True,False,True,False,True,False,1,1,7,0,test
110,5,False,25,19-30,True,True,5,6,2,False,2,2,3,False,True,False,False,0,True,False,False,False,True,0,0,False,False,False,1,True,False,True,2,False,False,True,False,True,False,True,False,False,False,1,0,4,0,test
111,7,False,37,30-40,True,True,5,6,1,True,1,1,1,False,False,False,False,0,False,False,False,False,False,2,5,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
112,6,True,18,15-18,True,False,4,5,3,True,2,2,1,False,False,False,False,0,False,False,True,False,False,2,5,False,False,False,3,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0,0,test
113,7,False,15,40+,False,False,5,5,1,True,2,2,4,False,False,False,False,0,False,False,False,False,False,4,4,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
114,3,False,65,40+,True,False,5,2,0,False,1,1,5,False,False,False,False,1,False,False,False,False,False,1,4,True,True,False,1,False,False,False,2,False,False,True,False,True,False,False,False,False,False,1,0,1,0,test
115,1,False,35,30-40,False,True,4,2,1,True,3,3,5,False,False,False,False,0,False,False,False,False,False,1,2,False,True,True,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
116,7,False,87,40+,False,False,5,2,1,False,3,3,4,False,False,False,False,0,False,True,False,False,False,3,4.333333333,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
117,5,True,31,40+,False,True,4,6,2,True,1,5,2,False,True,False,False,3,True,True,True,False,True,2,1,True,True,False,3,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5,0,test
118,5,False,63,40+,False,True,5,2,1,False,1,1,5,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,2,False,True,False,2,False,False,True,False,True,False,False,False,True,False,0,1,0,0,test
119,2,True,70,40+,False,False,3,2,1,False,4,2,4,True,False,False,False,0,False,False,False,False,False,1,2,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
120,7,True,33,30-40,False,True,5,2,2,True,1,5,5,False,True,False,False,2,False,False,True,False,True,4,1.25,True,False,True,2,False,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,2,0,test
121,5,False,21,19-30,False,False,5,2,3,True,3,3,4,False,True,False,False,0,True,False,False,True,False,1,5,False,False,False,3,True,True,True,2,True,True,True,False,True,True,True,False,False,False,2,0,5,0,test
122,5,True,39,30-40,True,False,5,2,2,True,1,5,4,False,True,False,False,1,True,True,True,False,False,0,0,True,False,False,2,True,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,2,0,test
123,4,False,27,19-30,True,True,4,6,2,False,2,2,2,False,True,False,False,0,False,False,False,False,True,1,5,False,False,False,2,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
124,6,False,25,19-30,True,True,4,6,0,False,1,1,2,False,False,False,False,0,False,False,True,False,False,0,0,False,False,False,0,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
125,2,True,35,30-40,True,True,4,6,1,True,2,2,4,False,False,True,False,0,False,False,False,False,False,0,0,False,False,False,2,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
126,3,False,40,30-40,True,True,5,6,1,True,3,3,4,False,True,False,False,3,True,True,True,False,True,2,5,False,True,False,1,True,False,False,2,False,False,True,False,True,False,False,False,False,False,1,0,4,0,test
127,7,False,23,19-30,True,True,5,6,1,False,1,1,3,False,False,False,False,3,False,False,False,False,False,2,3,True,True,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,1,0,0,test
128,1,False,41,40+,True,True,4,6,0,False,2,2,1,False,False,False,False,0,False,False,False,False,False,0,0,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
129,6,False,60,40+,True,False,4,1,0,False,2,2,4,False,False,False,False,1,False,True,True,False,False,0,0,False,False,False,1,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0,0,test
130,3,False,35,30-40,True,True,1,6,0,False,3,3,3,False,False,False,False,0,False,False,False,False,False,1,4,False,False,False,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0,0,test
