row_id,country,country_ID,is_urban,age,age_grp,female,married,religion,religion_Id,relationship_to_hh_head,relationship_to_hh_head_ID,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_category_last_year_Id,employment_type_last_year,employment_type_last_year_Id,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability
10,A,1,FALSE,29,19-30,FALSE,TRUE,Q,4,Head,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.949
11,D,3,FALSE,26,19-30,TRUE,TRUE,X,5,Spouse,6,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,1,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.612
12,F,4,FALSE,30,19-30,TRUE,TRUE,Q,4,Spouse,6,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.925
13,C,2,TRUE,50,40+,FALSE,TRUE,P,3,Spouse,6,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,salaried,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.447
14,A,1,FALSE,50,40+,TRUE,FALSE,Q,4,Head,2,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,2,not_working,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,4,0.633
15,I,6,TRUE,19,15-18,TRUE,FALSE,Q,4,Son/Daughter,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.161
16,J,7,FALSE,49,40+,FALSE,FALSE,X,5,Head,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,5,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.95
17,G,5,FALSE,35,30-40,TRUE,TRUE,X,5,Spouse,6,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,,,,10,0,0,TRUE,TRUE,FALSE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,4,0.404
18,D,3,FALSE,55,40+,TRUE,FALSE,X,5,Head,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.757
19,G,5,FALSE,21,19-30,TRUE,FALSE,X,5,Head,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,employed,1,self_employed,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,4,0.523
20,G,5,TRUE,28,19-30,TRUE,TRUE,X,5,Spouse,6,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,6,0.404
21,I,6,FALSE,52,40+,FALSE,TRUE,Q,4,Head,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,employed,1,salaried,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,2,0.584
22,A,1,TRUE,19,15-18,FALSE,FALSE,P,3,Son/Daughter,5,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,2,not_working,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1,4,0.409
23,I,6,TRUE,17,15-18,FALSE,TRUE,O,2,Son/Daughter,5,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,self_employed,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0.26
24,G,5,FALSE,67,40+,TRUE,FALSE,X,5,Head,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,2,5,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,1,5,0.28
25,C,2,FALSE,67,40+,FALSE,TRUE,P,3,Head,2,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,other,3,other,3,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.282
26,A,1,FALSE,56,40+,FALSE,TRUE,Q,4,Head,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,self_employed,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,1,4,FALSE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.409
27,I,6,FALSE,34,30-40,FALSE,TRUE,Q,4,Sister/Brother,4,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,employed,1,salaried,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.886
28,D,3,FALSE,23,19-30,FALSE,FALSE,X,5,Son/Daughter,5,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,self_employed,5,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,,,,,1,4,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,3,0.569
29,D,3,FALSE,20,19-30,FALSE,FALSE,X,5,Son/Daughter,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,3,3.666666667,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.97
30,C,2,FALSE,54,40+,FALSE,TRUE,P,3,Head,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,employed,1,salaried,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,2.5,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.282
31,J,7,FALSE,24,19-30,TRUE,TRUE,X,5,Spouse,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,employed,1,self_employed,5,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,3,3.333333333,TRUE,TRUE,TRUE,0,TRUE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.983
32,J,7,FALSE,45,40+,TRUE,TRUE,X,5,Spouse,6,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,employed,1,irregular_seasonal,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,3,5,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,2,0.342
33,F,4,FALSE,23,19-30,TRUE,TRUE,Q,4,Spouse,6,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,2,not_working,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,2,1.5,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.449
34,I,6,FALSE,47,40+,FALSE,TRUE,Q,4,Head,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,self_employed,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.548
35,D,3,FALSE,30,19-30,FALSE,TRUE,X,5,Head,2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,2,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.895
36,F,4,FALSE,17,15-18,TRUE,TRUE,X,5,Father/Mother,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,1,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.63
37,C,2,FALSE,32,30-40,FALSE,TRUE,P,3,Head,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,salaried,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,TRUE,TRUE,TRUE,FALSE,,,3,,0,0,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,8,0.132
38,G,5,FALSE,37,30-40,FALSE,TRUE,X,5,Head,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,self_employed,5,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,0,0,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,9,0.295
39,A,1,FALSE,26,19-30,TRUE,TRUE,Q,4,Spouse,6,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.879
40,D,3,FALSE,33,30-40,TRUE,TRUE,X,5,Spouse,6,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,2,not_working,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,1,4,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.97
41,A,1,TRUE,35,30-40,FALSE,TRUE,Q,4,Head,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0.879
42,F,4,FALSE,30,19-30,FALSE,TRUE,Q,4,Head,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,1,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.191
43,J,7,FALSE,23,19-30,FALSE,TRUE,X,5,Son/Daughter,5,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,irregular_seasonal,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,3,5,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,3,0.342
44,G,5,TRUE,31,30-40,TRUE,TRUE,X,5,Spouse,6,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,self_employed,5,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,1,4,0.309
45,C,2,FALSE,34,30-40,TRUE,TRUE,P,3,Spouse,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,housewife_or_student,2,not_working,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,4.5,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.664
46,G,5,TRUE,22,19-30,FALSE,FALSE,X,5,Head,2,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,1,salaried,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,5,0.437
47,D,3,FALSE,51,40+,TRUE,TRUE,X,5,Head,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,employed,1,irregular_seasonal,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,2,3,TRUE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,1
48,D,3,FALSE,29,19-30,TRUE,TRUE,X,5,Other,3,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,1,self_employed,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,3,3,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.97
49,C,2,FALSE,67,40+,FALSE,TRUE,P,3,Father/Mother,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,other,3,other,3,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,4,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.849
50,G,5,FALSE,38,30-40,TRUE,TRUE,X,5,Spouse,6,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,1,self_employed,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,1,4,0.591
